Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095
OECD Env-Growth,SSP2_v9_130325,GEO,GDP|PPP per capita,Annual Average Growth [%],8.59,5.748,6.624,5.437,4.403,3.785,3.496,3.361,3.117,2.852,2.618,2.502,2.527,2.381,2.156,1.912,1.817,1.779,1.718,1.643
OECD Env-Growth,SSP3_v9_130325,GEO,GDP|PPP per capita,Annual Average Growth [%],8.59,5.748,6.623,5.255,3.621,2.704,2.217,2.13,1.933,1.737,1.578,1.582,1.73,1.691,1.539,1.324,1.256,1.244,1.247,1.215
OECD Env-Growth,SSP4_v9_130325,GEO,GDP|PPP per capita,Annual Average Growth [%],8.59,5.748,6.626,5.479,4.565,4.117,3.831,3.637,3.327,3.036,2.756,2.631,2.613,2.451,2.191,1.946,1.866,1.831,1.787,1.697
OECD Env-Growth,SSP5_v9_130325,GEO,GDP|PPP per capita,Annual Average Growth [%],8.59,5.748,6.624,6.005,6.508,6.591,6.123,5.131,4.3,3.651,3.188,2.936,2.834,2.608,2.305,2.083,1.99,2.035,2.078,2.025
IIASA GDP,SSP1_v9_130219,GHA,GDP|PPP per capita,Annual Average Growth [%],,,3.726,3.19,3.474,4.183,4.586,4.858,4.906,4.721,4.335,3.866,3.392,2.996,2.666,2.395,2.167,1.971,1.798,1.639
IIASA GDP,SSP2_v9_130219,GHA,GDP|PPP per capita,Annual Average Growth [%],,,3.358,2.046,1.742,2.146,2.58,2.964,3.222,3.344,3.371,3.315,3.232,3.134,3.017,2.893,2.741,2.587,2.419,2.243
IIASA GDP,SSP3_v9_130219,GHA,GDP|PPP per capita,Annual Average Growth [%],,,3.094,1.307,0.467,0.438,0.637,0.818,0.895,0.899,0.865,0.813,0.76,0.72,0.724,0.718,0.736,0.741,0.743,0.742
IIASA GDP,SSP4_v9_130219,GHA,GDP|PPP per capita,Annual Average Growth [%],,,3.041,1.373,0.73,0.951,1.372,1.715,1.899,1.972,1.995,1.999,1.995,1.993,2.019,2.018,2.028,2.013,1.983,1.944
IIASA GDP,SSP5_v9_130219,GHA,GDP|PPP per capita,Annual Average Growth [%],,,3.756,3.438,4.028,5.017,5.595,5.942,5.986,5.747,5.289,4.747,4.192,3.712,3.299,2.951,2.655,2.491,2.555,2.71
OECD Env-Growth,SSP1_v9_130325,GHA,GDP|PPP per capita,Annual Average Growth [%],2.516,4.123,6.732,5.257,5.761,6.204,6.371,6.033,5.58,5.082,4.672,4.296,3.897,3.477,3.073,2.801,2.576,2.364,2.171,1.971
OECD Env-Growth,SSP2_v9_130325,GHA,GDP|PPP per capita,Annual Average Growth [%],2.516,4.123,6.733,5.021,4.695,4.34,4.058,4.023,3.998,3.961,3.959,3.899,3.784,3.62,3.421,3.254,3.087,2.936,2.766,2.58
OECD Env-Growth,SSP3_v9_130325,GHA,GDP|PPP per capita,Annual Average Growth [%],2.516,4.123,6.733,4.832,3.693,2.688,1.923,1.785,1.707,1.671,1.773,1.886,1.958,1.968,1.962,1.914,1.86,1.803,1.733,1.664
OECD Env-Growth,SSP4_v9_130325,GHA,GDP|PPP per capita,Annual Average Growth [%],2.516,4.123,6.733,4.78,3.429,2.319,1.348,1.182,1.117,1.109,1.228,1.336,1.388,1.401,1.402,1.367,1.346,1.325,1.3,1.287
OECD Env-Growth,SSP5_v9_130325,GHA,GDP|PPP per capita,Annual Average Growth [%],2.516,4.123,6.733,5.325,6.363,7.314,7.626,7.038,6.395,5.764,5.278,4.865,4.445,4.009,3.604,3.347,3.139,2.947,2.776,2.596
IIASA GDP,SSP1_v9_130219,GIN,GDP|PPP per capita,Annual Average Growth [%],,,1.457,2.59,4.051,4.897,5.396,5.628,5.593,5.337,4.896,4.386,3.854,3.437,3.107,2.831,2.586,2.364,2.159,1.972
IIASA GDP,SSP2_v9_130219,GIN,GDP|PPP per capita,Annual Average Growth [%],,,0.433,1.713,3.083,3.64,3.655,3.601,3.552,3.505,3.377,3.166,2.948,2.837,2.787,2.788,2.778,2.915,2.956,2.895
IIASA GDP,SSP3_v9_130219,GIN,GDP|PPP per capita,Annual Average Growth [%],,,-0.651,-0.896,-0.339,0.159,0.491,0.585,0.562,0.499,0.496,0.504,0.515,0.533,0.578,0.608,0.627,0.639,0.646,0.643
IIASA GDP,SSP4_v9_130219,GIN,GDP|PPP per capita,Annual Average Growth [%],,,-0.631,-0.738,0.046,0.793,1.352,1.612,1.68,1.664,1.683,1.704,1.704,1.728,1.783,1.818,1.835,1.837,1.828,1.807
IIASA GDP,SSP5_v9_130219,GIN,GDP|PPP per capita,Annual Average Growth [%],,,1.526,2.883,4.637,5.703,6.372,6.714,6.706,6.408,5.899,5.307,4.649,4.142,3.751,3.423,3.126,2.85,2.652,2.697
OECD Env-Growth,SSP1_v9_130325,GIN,GDP|PPP per capita,Annual Average Growth [%],7.924,0.153,4.865,12.837,11.285,10.28,8.954,7.615,6.507,5.604,4.866,4.22,3.645,3.152,2.738,2.466,2.251,2.065,1.912,1.764
OECD Env-Growth,SSP2_v9_130325,GIN,GDP|PPP per capita,Annual Average Growth [%],7.924,0.153,4.867,11.851,8.849,7.369,6.226,5.73,5.314,4.965,4.649,4.311,3.981,3.68,3.39,3.174,2.985,2.819,2.649,2.484
OECD Env-Growth,SSP3_v9_130325,GIN,GDP|PPP per capita,Annual Average Growth [%],7.924,0.153,4.866,10.824,6.477,4.531,3.274,2.945,2.722,2.534,2.371,2.197,2.047,1.914,1.79,1.666,1.551,1.456,1.366,1.295
OECD Env-Growth,SSP4_v9_130325,GIN,GDP|PPP per capita,Annual Average Growth [%],7.924,0.153,4.866,10.692,6.168,4.115,2.675,2.347,2.154,2.014,1.903,1.78,1.671,1.573,1.478,1.386,1.313,1.261,1.217,1.188
OECD Env-Growth,SSP5_v9_130325,GIN,GDP|PPP per capita,Annual Average Growth [%],7.924,0.153,4.866,13.206,12.601,11.837,10.202,8.305,6.927,5.933,5.196,4.582,4.034,3.545,3.143,2.928,2.75,2.6,2.476,2.342
IIASA GDP,SSP1_v9_130219,GMB,GDP|PPP per capita,Annual Average Growth [%],,,6.673,5.017,4.257,4.104,3.65,3.525,3.554,3.626,3.53,3.289,2.944,2.619,2.324,2.068,1.848,1.664,1.505,1.367
IIASA GDP,SSP2_v9_130219,GMB,GDP|PPP per capita,Annual Average Growth [%],,,6.127,3.82,2.776,2.551,2.497,2.495,2.529,2.543,2.517,2.423,2.268,2.219,2.246,2.25,2.21,2.109,1.997,1.853
IIASA GDP,SSP3_v9_130219,GMB,GDP|PPP per capita,Annual Average Growth [%],,,5.677,2.678,1.076,0.482,0.293,0.139,0.025,-0.074,-0.085,-0.064,-0.046,-0.04,-0.014,-0.004,0.019,0.048,0.067,0.105
IIASA GDP,SSP4_v9_130219,GMB,GDP|PPP per capita,Annual Average Growth [%],,,5.585,2.772,1.395,1.045,1.045,1.065,1.093,1.107,1.179,1.252,1.273,1.259,1.257,1.238,1.235,1.24,1.233,1.243
IIASA GDP,SSP5_v9_130219,GMB,GDP|PPP per capita,Annual Average Growth [%],,,6.709,5.261,4.784,4.878,4.623,4.601,4.637,4.647,4.47,4.15,3.712,3.302,2.933,2.606,2.324,2.271,2.381,2.527
OECD Env-Growth,SSP1_v9_130325,GMB,GDP|PPP per capita,Annual Average Growth [%],0.244,2.787,2.805,3.349,4.789,5.805,6.095,5.988,5.726,5.392,5.017,4.613,4.161,3.739,3.346,3.06,2.82,2.591,2.399,2.205
OECD Env-Growth,SSP2_v9_130325,GMB,GDP|PPP per capita,Annual Average Growth [%],0.244,2.787,2.797,3.21,4.023,4.346,4.203,4.213,4.198,4.184,4.131,4.009,3.85,3.663,3.485,3.311,3.173,3.009,2.873,2.719
OECD Env-Growth,SSP3_v9_130325,GMB,GDP|PPP per capita,Annual Average Growth [%],0.244,2.787,2.798,3.029,3.118,2.779,2.379,2.314,2.245,2.191,2.139,2.078,2.015,1.947,1.875,1.79,1.721,1.653,1.583,1.544
OECD Env-Growth,SSP4_v9_130325,GMB,GDP|PPP per capita,Annual Average Growth [%],0.244,2.787,2.799,2.997,2.908,2.556,1.942,1.797,1.698,1.604,1.553,1.496,1.446,1.393,1.342,1.283,1.243,1.216,1.196,1.207
OECD Env-Growth,SSP5_v9_130325,GMB,GDP|PPP per capita,Annual Average Growth [%],0.244,2.787,2.802,3.41,5.298,6.867,7.392,7.099,6.635,6.133,5.667,5.176,4.693,4.232,3.831,3.552,3.31,3.106,2.918,2.721
IIASA GDP,SSP1_v9_130219,GNB,GDP|PPP per capita,Annual Average Growth [%],,,5.345,3.479,4.048,4.116,4.371,4.336,4.352,4.437,4.526,4.488,4.293,4.008,3.665,3.304,2.955,2.642,2.369,2.139
IIASA GDP,SSP2_v9_130219,GNB,GDP|PPP per capita,Annual Average Growth [%],,,4.606,2.283,2.557,2.499,2.74,2.758,2.973,3.156,3.309,3.325,3.287,3.219,3.272,3.339,3.351,3.262,3.127,2.97
IIASA GDP,SSP3_v9_130219,GNB,GDP|PPP per capita,Annual Average Growth [%],,,3.912,0.977,0.817,0.469,0.54,0.366,0.376,0.386,0.502,0.595,0.652,0.71,0.72,0.737,0.757,0.759,0.803,0.818
IIASA GDP,SSP4_v9_130219,GNB,GDP|PPP per capita,Annual Average Growth [%],,,3.872,1.054,1.063,0.943,1.215,1.221,1.371,1.487,1.681,1.823,1.888,1.932,1.915,1.905,1.9,1.879,1.9,1.891
IIASA GDP,SSP5_v9_130219,GNB,GDP|PPP per capita,Annual Average Growth [%],,,5.375,3.71,4.564,4.897,5.342,5.415,5.481,5.552,5.588,5.472,5.179,4.79,4.341,3.881,3.444,3.057,2.946,3.024
OECD Env-Growth,SSP1_v9_130325,GNB,GDP|PPP per capita,Annual Average Growth [%],-2.347,0.912,2.623,3.025,5.417,7.184,7.981,7.852,7.459,6.909,6.32,5.707,5.123,4.554,4.055,3.675,3.338,3.049,2.787,2.544
OECD Env-Growth,SSP2_v9_130325,GNB,GDP|PPP per capita,Annual Average Growth [%],-2.347,0.912,2.618,2.805,4.287,5.19,5.445,5.589,5.615,5.516,5.349,5.127,4.878,4.604,4.332,4.098,3.891,3.679,3.467,3.246
OECD Env-Growth,SSP3_v9_130325,GNB,GDP|PPP per capita,Annual Average Growth [%],-2.347,0.912,2.619,2.567,3.106,3.226,3.089,3.141,3.166,3.102,3.02,2.91,2.79,2.676,2.533,2.393,2.26,2.116,2.017,1.906
OECD Env-Growth,SSP4_v9_130325,GNB,GDP|PPP per capita,Annual Average Growth [%],-2.347,0.912,2.623,2.525,2.918,2.927,2.549,2.534,2.521,2.45,2.361,2.28,2.159,2.087,1.963,1.852,1.766,1.671,1.619,1.562
OECD Env-Growth,SSP5_v9_130325,GNB,GDP|PPP per capita,Annual Average Growth [%],-2.347,0.912,2.627,3.152,6.162,8.544,9.497,9.059,8.378,7.626,6.91,6.233,5.586,5.011,4.502,4.127,3.805,3.522,3.277,3.037
IIASA GDP,SSP1_v9_130219,GNQ,GDP|PPP per capita,Annual Average Growth [%],,,3.76,0.71,0.395,0.773,1.42,1.889,2.031,1.934,1.813,1.724,1.665,1.622,1.573,1.528,1.484,1.449,1.422,1.392
IIASA GDP,SSP2_v9_130219,GNQ,GDP|PPP per capita,Annual Average Growth [%],,,3.489,0.291,0.631,0.937,1.154,1.36,1.511,1.532,1.496,1.531,1.567,1.584,1.553,1.512,1.473,1.427,1.392,1.327
IIASA GDP,SSP3_v9_130219,GNQ,GDP|PPP per capita,Annual Average Growth [%],,,3.274,-0.134,0.205,0.381,0.645,0.819,0.924,0.924,0.827,0.739,0.723,0.764,0.735,0.727,0.726,0.736,0.747,0.764
IIASA GDP,SSP4_v9_130219,GNQ,GDP|PPP per capita,Annual Average Growth [%],,,3.154,-0.301,-0.034,0.192,0.511,0.728,0.715,0.72,0.656,0.633,0.672,0.729,0.688,0.668,0.661,0.668,0.678,0.697
IIASA GDP,SSP5_v9_130219,GNQ,GDP|PPP per capita,Annual Average Growth [%],,,3.753,0.838,1.06,1.413,1.661,1.912,2.559,2.588,2.512,2.408,2.325,2.251,2.171,2.096,2.024,1.964,1.914,1.86
OECD Env-Growth,SSP1_v9_130325,GNQ,GDP|PPP per capita,Annual Average Growth [%],23.342,4.405,0.627,-0.129,2.087,2.083,2.101,2.07,2.006,1.879,1.68,1.56,1.411,1.275,1.127,1.064,1,0.933,0.895,0.847
OECD Env-Growth,SSP2_v9_130325,GNQ,GDP|PPP per capita,Annual Average Growth [%],23.342,4.405,0.616,-0.433,1.461,1.345,1.295,1.382,1.411,1.429,1.388,1.389,1.379,1.359,1.284,1.241,1.205,1.194,1.193,1.154
OECD Env-Growth,SSP3_v9_130325,GNQ,GDP|PPP per capita,Annual Average Growth [%],23.342,4.405,0.626,-0.53,0.974,0.616,0.515,0.516,0.52,0.44,0.414,0.388,0.382,0.391,0.341,0.302,0.296,0.278,0.293,0.31
OECD Env-Growth,SSP4_v9_130325,GNQ,GDP|PPP per capita,Annual Average Growth [%],23.342,4.405,0.632,-0.538,1.052,1.042,1.08,1.108,1.133,1.102,1.08,1.101,1.125,1.159,1.144,1.133,1.132,1.14,1.149,1.179
OECD Env-Growth,SSP5_v9_130325,GNQ,GDP|PPP per capita,Annual Average Growth [%],23.342,4.405,0.625,-0.099,2.352,2.581,2.73,2.7,2.63,2.465,2.289,2.136,2.007,1.891,1.746,1.669,1.61,1.548,1.508,1.472
IIASA GDP,SSP1_v9_130219,GRC,GDP|PPP per capita,Annual Average Growth [%],,,3.256,2.493,2.956,3.041,2.782,2.428,2.091,1.811,1.602,1.433,1.3,1.209,1.12,1.064,1.074,1.102,1.126,1.148
IIASA GDP,SSP2_v9_130219,GRC,GDP|PPP per capita,Annual Average Growth [%],,,3.312,2.514,2.893,2.915,2.644,2.305,1.982,1.707,1.5,1.34,1.227,1.116,1.023,0.966,0.939,0.932,0.942,0.967
IIASA GDP,SSP3_v9_130219,GRC,GDP|PPP per capita,Annual Average Growth [%],,,1.687,-0.008,0.287,0.946,1.232,1.343,1.325,1.228,1.152,1.108,1.096,1.07,1.024,0.985,0.979,1.011,1.055,1.082
IIASA GDP,SSP4_v9_130219,GRC,GDP|PPP per capita,Annual Average Growth [%],,,3.365,2.496,2.78,2.725,2.414,2.075,1.761,1.487,1.304,1.194,1.143,1.091,1.028,0.974,0.941,0.947,0.981,1.031
IIASA GDP,SSP5_v9_130219,GRC,GDP|PPP per capita,Annual Average Growth [%],,,3.248,2.558,3.083,3.245,3.068,2.757,2.43,2.135,1.905,1.723,1.603,1.516,1.429,1.369,1.365,1.375,1.384,1.396
OECD Env-Growth,SSP1_v9_130325,GRC,GDP|PPP per capita,Annual Average Growth [%],3.671,-0.051,-1.446,2.475,2.269,2.58,2.526,2.237,1.931,1.734,1.673,1.644,1.595,1.523,1.411,1.343,1.324,1.317,1.291,1.246
OECD Env-Growth,SSP2_v9_130325,GRC,GDP|PPP per capita,Annual Average Growth [%],3.671,-0.051,-1.445,2.405,1.958,2.047,1.937,1.841,1.751,1.761,1.828,1.871,1.859,1.772,1.641,1.558,1.504,1.458,1.422,1.394
OECD Env-Growth,SSP3_v9_130325,GRC,GDP|PPP per capita,Annual Average Growth [%],3.671,-0.051,-1.445,2.347,1.696,1.649,1.361,1.179,1.041,1.075,1.182,1.291,1.33,1.244,1.08,1.009,0.965,0.961,0.966,0.917
OECD Env-Growth,SSP4_v9_130325,GRC,GDP|PPP per capita,Annual Average Growth [%],3.671,-0.051,-1.445,2.478,2.256,2.566,2.453,2.127,1.847,1.75,1.725,1.729,1.686,1.57,1.42,1.358,1.315,1.305,1.312,1.303
OECD Env-Growth,SSP5_v9_130325,GRC,GDP|PPP per capita,Annual Average Growth [%],3.671,-0.051,-1.446,2.555,2.658,3.121,3.104,2.743,2.432,2.245,2.197,2.181,2.155,2.126,2.059,1.994,1.961,1.935,1.895,1.861
IIASA GDP,SSP1_v9_130219,GTM,GDP|PPP per capita,Annual Average Growth [%],,,4.559,3.538,3.323,3.032,2.77,2.609,2.461,2.392,2.222,2.236,2.142,1.998,1.792,1.765,1.844,1.941,1.976,1.961
IIASA GDP,SSP2_v9_130219,GTM,GDP|PPP per capita,Annual Average Growth [%],,,3.752,2.313,2.122,2.082,2.103,2.136,2.139,2.131,2.097,2.028,1.932,1.871,1.841,1.808,2.112,2.213,2.195,2.079
IIASA GDP,SSP3_v9_130219,GTM,GDP|PPP per capita,Annual Average Growth [%],,,3.118,1.185,0.904,0.927,0.968,0.896,0.795,0.668,0.634,0.647,0.68,0.718,0.76,0.784,0.784,0.786,0.795,0.819
IIASA GDP,SSP4_v9_130219,GTM,GDP|PPP per capita,Annual Average Growth [%],,,3.059,1.099,0.786,0.828,0.924,0.954,0.958,0.93,0.976,1.042,1.081,1.103,1.12,1.119,1.101,1.087,1.083,1.092
IIASA GDP,SSP5_v9_130219,GTM,GDP|PPP per capita,Annual Average Growth [%],,,4.597,3.689,3.618,3.433,3.257,3.154,3.03,2.96,2.767,2.775,2.635,2.655,2.719,2.814,2.847,2.816,2.731,2.619
OECD Env-Growth,SSP1_v9_130325,GTM,GDP|PPP per capita,Annual Average Growth [%],0.509,1.131,0.796,2.225,4.173,4.949,5.23,5.109,4.867,4.537,4.169,3.765,3.376,3.01,2.702,2.535,2.381,2.226,2.094,1.979
OECD Env-Growth,SSP2_v9_130325,GTM,GDP|PPP per capita,Annual Average Growth [%],0.509,1.131,0.796,1.791,3.001,3.309,3.305,3.399,3.434,3.445,3.4,3.324,3.211,3.095,3.001,2.913,2.836,2.728,2.622,2.513
OECD Env-Growth,SSP3_v9_130325,GTM,GDP|PPP per capita,Annual Average Growth [%],0.509,1.131,0.797,1.226,1.643,1.703,1.544,1.562,1.567,1.557,1.564,1.556,1.555,1.554,1.558,1.542,1.505,1.475,1.448,1.431
OECD Env-Growth,SSP4_v9_130325,GTM,GDP|PPP per capita,Annual Average Growth [%],0.509,1.131,0.797,1.104,1.366,1.453,1.158,1.118,1.085,1.054,1.054,1.046,1.044,1.048,1.06,1.057,1.044,1.043,1.055,1.081
OECD Env-Growth,SSP5_v9_130325,GTM,GDP|PPP per capita,Annual Average Growth [%],0.509,1.131,0.796,2.28,4.662,5.921,6.428,6.13,5.719,5.261,4.803,4.343,3.915,3.521,3.199,3.048,2.9,2.758,2.636,2.531
IIASA GDP,SSP1_v9_130219,GUY,GDP|PPP per capita,Annual Average Growth [%],,,2.33,2.222,2.589,3.22,3.491,3.504,3.292,3.053,2.741,2.428,2.109,1.908,1.781,1.675,1.575,1.482,1.432,1.484
IIASA GDP,SSP2_v9_130219,GUY,GDP|PPP per capita,Annual Average Growth [%],,,2.247,1.517,1.654,2.189,2.567,2.658,2.584,2.503,2.405,2.289,2.13,2.036,1.987,1.917,1.832,1.726,1.608,1.489
IIASA GDP,SSP3_v9_130219,GUY,GDP|PPP per capita,Annual Average Growth [%],,,2.048,1.02,0.636,1.171,1.652,1.732,1.519,1.335,1.208,1.151,1.083,1.027,0.99,0.987,1.01,1.026,1.025,1.025
IIASA GDP,SSP4_v9_130219,GUY,GDP|PPP per capita,Annual Average Growth [%],,,2.133,1.086,0.651,1.159,1.644,1.9,1.862,1.818,1.763,1.732,1.677,1.681,1.711,1.73,1.715,1.669,1.587,1.493
IIASA GDP,SSP5_v9_130219,GUY,GDP|PPP per capita,Annual Average Growth [%],,,2.404,2.455,3.038,3.766,4.097,4.193,4.034,3.777,3.412,3.043,2.638,2.384,2.225,2.306,2.516,2.745,2.875,2.858
OECD Env-Growth,SSP1_v9_130325,GUY,GDP|PPP per capita,Annual Average Growth [%],0.359,4.126,5.022,4.034,4.518,4.586,4.708,4.622,4.606,4.447,4.111,3.508,2.955,2.713,2.762,2.549,2.372,2.2,2.061,1.985
OECD Env-Growth,SSP2_v9_130325,GUY,GDP|PPP per capita,Annual Average Growth [%],0.359,4.126,5.03,3.758,3.631,3.097,2.788,2.886,3.181,3.311,3.25,3.029,2.76,2.813,2.975,2.861,2.747,2.556,2.465,2.363
OECD Env-Growth,SSP3_v9_130325,GUY,GDP|PPP per capita,Annual Average Growth [%],0.359,4.126,5.025,3.517,2.873,1.969,1.53,1.563,1.75,1.826,1.765,1.532,1.448,1.643,1.864,1.818,1.681,1.557,1.485,1.503
OECD Env-Growth,SSP4_v9_130325,GUY,GDP|PPP per capita,Annual Average Growth [%],0.359,4.126,5.022,3.581,3.401,3.191,3.064,3.12,3.389,3.546,3.495,3.198,2.861,2.894,2.998,2.932,2.758,2.588,2.498,2.369
OECD Env-Growth,SSP5_v9_130325,GUY,GDP|PPP per capita,Annual Average Growth [%],0.359,4.126,5.02,4.077,5.121,5.637,5.911,5.591,5.415,5.091,4.75,4.054,3.461,3.111,3.129,3.018,2.913,2.724,2.653,2.555
IIASA GDP,SSP1_v9_130219,HKG,GDP|PPP per capita,Annual Average Growth [%],,,1.569,0.952,0.939,1.351,1.653,1.736,1.634,1.461,1.288,1.144,1.079,0.982,0.917,0.893,0.926,0.922,0.906,0.897
IIASA GDP,SSP2_v9_130219,HKG,GDP|PPP per capita,Annual Average Growth [%],,,1.583,0.954,0.893,1.275,1.587,1.677,1.571,1.377,1.191,1.053,0.987,0.907,0.841,0.795,0.762,0.764,0.76,0.76
IIASA GDP,SSP3_v9_130219,HKG,GDP|PPP per capita,Annual Average Growth [%],,,1.197,0.319,0.214,0.722,1.223,1.497,1.531,1.397,1.208,1.069,1.032,1.009,0.984,0.946,0.899,0.866,0.871,0.898
IIASA GDP,SSP4_v9_130219,HKG,GDP|PPP per capita,Annual Average Growth [%],,,1.538,0.791,0.61,0.896,1.148,1.216,1.107,0.915,0.742,0.642,0.651,0.663,0.682,0.701,0.704,0.725,0.722,0.716
IIASA GDP,SSP5_v9_130219,HKG,GDP|PPP per capita,Annual Average Growth [%],,,1.548,1.027,1.15,1.711,2.103,2.221,2.118,1.936,1.768,1.614,1.526,1.409,1.336,1.314,1.349,1.341,1.305,1.272
OECD Env-Growth,SSP1_v9_130325,HKG,GDP|PPP per capita,Annual Average Growth [%],4.051,3.209,2.728,2.907,2.002,1.618,1.452,1.209,0.937,0.711,0.604,0.572,0.634,0.638,0.556,0.533,0.587,0.659,0.732,0.777
OECD Env-Growth,SSP2_v9_130325,HKG,GDP|PPP per capita,Annual Average Growth [%],4.051,3.209,2.727,2.869,1.869,1.463,1.365,1.218,1.012,0.83,0.751,0.739,0.77,0.779,0.721,0.662,0.629,0.644,0.665,0.695
OECD Env-Growth,SSP3_v9_130325,HKG,GDP|PPP per capita,Annual Average Growth [%],4.051,3.209,2.728,2.762,1.502,0.892,0.785,0.7,0.52,0.327,0.215,0.155,0.231,0.374,0.371,0.251,0.158,0.089,0.073,0.147
OECD Env-Growth,SSP4_v9_130325,HKG,GDP|PPP per capita,Annual Average Growth [%],4.051,3.209,2.728,2.886,1.87,1.484,1.306,1.1,0.895,0.748,0.715,0.748,0.792,0.797,0.748,0.725,0.723,0.777,0.819,0.855
OECD Env-Growth,SSP5_v9_130325,HKG,GDP|PPP per capita,Annual Average Growth [%],4.051,3.209,2.729,3.008,2.397,2.162,2.049,1.782,1.522,1.315,1.208,1.188,1.209,1.138,1.047,1.071,1.149,1.249,1.349,1.397
IIASA GDP,SSP1_v9_130219,HND,GDP|PPP per capita,Annual Average Growth [%],,,2.674,3.61,3.609,3.449,3.247,3.109,2.944,2.884,2.733,2.503,2.63,2.627,2.432,2.061,1.717,1.465,1.47,1.595
IIASA GDP,SSP2_v9_130219,HND,GDP|PPP per capita,Annual Average Growth [%],,,1.981,2.362,2.244,2.236,2.231,2.235,2.242,2.251,2.26,2.263,2.276,2.293,2.275,2.204,2.1,2.384,2.456,2.27
IIASA GDP,SSP3_v9_130219,HND,GDP|PPP per capita,Annual Average Growth [%],,,1.288,1.074,0.774,0.763,0.751,0.63,0.49,0.358,0.363,0.456,0.577,0.687,0.754,0.771,0.749,0.744,0.754,0.78
IIASA GDP,SSP4_v9_130219,HND,GDP|PPP per capita,Annual Average Growth [%],,,1.244,1.049,0.784,0.846,0.931,0.939,0.915,0.88,0.961,1.113,1.245,1.341,1.38,1.369,1.325,1.303,1.297,1.306
IIASA GDP,SSP5_v9_130219,HND,GDP|PPP per capita,Annual Average Growth [%],,,2.713,3.792,3.973,3.952,3.853,3.781,3.638,3.569,3.387,3.116,3.201,3.142,2.885,2.715,2.717,2.785,2.824,2.797
OECD Env-Growth,SSP1_v9_130325,HND,GDP|PPP per capita,Annual Average Growth [%],2.56,1.433,1.576,2.471,3.925,4.994,5.411,5.363,5.136,4.777,4.382,3.981,3.613,3.272,2.967,2.77,2.585,2.416,2.292,2.182
OECD Env-Growth,SSP2_v9_130325,HND,GDP|PPP per capita,Annual Average Growth [%],2.56,1.433,1.578,2.327,3.149,3.52,3.521,3.629,3.678,3.658,3.587,3.49,3.407,3.319,3.223,3.118,3.008,2.887,2.769,2.627
OECD Env-Growth,SSP3_v9_130325,HND,GDP|PPP per capita,Annual Average Growth [%],2.56,1.433,1.578,2.133,2.284,2.084,1.844,1.854,1.832,1.787,1.743,1.705,1.698,1.704,1.688,1.637,1.569,1.522,1.477,1.442
OECD Env-Growth,SSP4_v9_130325,HND,GDP|PPP per capita,Annual Average Growth [%],2.56,1.433,1.576,2.092,2.059,1.845,1.413,1.375,1.33,1.29,1.26,1.241,1.249,1.268,1.267,1.238,1.199,1.184,1.179,1.185
OECD Env-Growth,SSP5_v9_130325,HND,GDP|PPP per capita,Annual Average Growth [%],2.56,1.433,1.578,2.527,4.436,6.017,6.629,6.392,5.994,5.497,5.016,4.562,4.155,3.787,3.473,3.288,3.104,2.941,2.834,2.733
IIASA GDP,SSP1_v9_130219,HRV,GDP|PPP per capita,Annual Average Growth [%],,,3.204,2.233,2.132,1.906,1.696,1.484,1.316,1.211,1.217,1.298,1.403,1.469,1.494,1.527,1.523,1.479,1.461,1.488
IIASA GDP,SSP2_v9_130219,HRV,GDP|PPP per capita,Annual Average Growth [%],,,3.269,2.194,1.953,1.653,1.487,1.355,1.273,1.188,1.161,1.191,1.264,1.302,1.31,1.3,1.276,1.252,1.241,1.234
IIASA GDP,SSP3_v9_130219,HRV,GDP|PPP per capita,Annual Average Growth [%],,,3.281,2.115,1.761,1.376,1.203,1.082,1.015,0.959,0.924,0.923,0.975,1.018,1.048,1.066,1.08,1.092,1.107,1.12
IIASA GDP,SSP4_v9_130219,HRV,GDP|PPP per capita,Annual Average Growth [%],,,3.234,2.01,1.594,1.168,0.95,0.828,0.778,0.718,0.677,0.687,0.762,0.83,0.898,0.955,0.989,1.01,1.029,1.041
IIASA GDP,SSP5_v9_130219,HRV,GDP|PPP per capita,Annual Average Growth [%],,,3.224,2.365,2.414,2.33,2.192,1.994,1.888,1.889,1.965,2.061,2.149,2.181,2.169,2.165,2.129,2.054,2.002,1.996
OECD Env-Growth,SSP1_v9_130325,HRV,GDP|PPP per capita,Annual Average Growth [%],4.76,1.087,0.844,2.273,2.136,2.325,2.366,2.127,1.785,1.503,1.377,1.299,1.228,1.14,1.002,0.986,1.023,1.064,1.096,1.142
OECD Env-Growth,SSP2_v9_130325,HRV,GDP|PPP per capita,Annual Average Growth [%],4.76,1.087,0.841,2.215,1.829,1.744,1.674,1.556,1.378,1.246,1.236,1.254,1.269,1.275,1.211,1.158,1.126,1.11,1.104,1.097
OECD Env-Growth,SSP3_v9_130325,HRV,GDP|PPP per capita,Annual Average Growth [%],4.76,1.087,0.841,2.149,1.511,1.194,0.965,0.825,0.618,0.484,0.509,0.563,0.643,0.7,0.662,0.581,0.518,0.495,0.504,0.529
